incident_id,customer_id,incident_created_by,order_external_id,order_item_id_list,final_issue_type,final_sub_issue_type,final_sub_sub_issue_type,ssi,status_name,incident_creation_time,incident_first_solved_time,incident_last_solved_time,assigned_to_queue_at,ipd_fpd,first_spd,first_status,last_spd,last_status,last_jeeves_bsd_flag,dep_team,incident_channel,current_queue_name,jn_flag,order_journey_node,ocr_classification,analytic_vertical_flag,vip_flag,large_grocery_nl_flag,inc_order_flag,contacts,Contact Flag,Current Date,Final Date,Days Delta,Days Flag,Final Flag,Problem Statement,Problem Group,Owner,Consider,Senti,Current_status,Last_Solved_By,Last_Solved_On,Status_Group,ExactStatus,Ageing_OR_Q2R
IN24052514535304962053,ACC12D3D15DB1D94DC5A345907AC2323A466,ttaskmys.303916,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Customer Updates,2024-05-25 14:53:53,,,2024-05-25 14:54:04,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 14:54:04,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 15:42:04,Solved,Solved,24.803055555555556
IN24031617045992835132,ACC13882230308925674,ieddn.t237778,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-03-16 17:04:59,,,2024-03-28 17:39:24,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-03-28 17:39:24,58,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fapl.918912,2024-05-28 09:13:37,Solved,Solved,1744.1438888888888
IN24042514372019563806,ACC2539B76071344A18BD28BE70A58DADD4I,ieddn.t216883,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-04-25 14:37:20,2024-05-15 20:48:49,2024-05-15 20:48:49,2024-04-25 14:37:25,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-04-25 14:37:25,30,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.990384,2024-05-27 15:19:06,Open,ReOpenByL2,789.2736406627778
IN24051817455337593039,ACC13966808939531122,tpm.702786,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-18 17:45:53,2024-05-18 17:47:54,2024-05-18 17:47:54,2024-05-24 10:09:58,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-24 10:09:58,1,1,Others,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.864608,2024-05-27 11:02:32,Open,ReOpenByL2,97.72975177388889
IN24052216513458047914,ACCFABE424D4C514BA8A7301AC1DA8C267CN,starkol.80555342,OD331315131135171300,3.313151311351713e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-22 16:51:34,2024-05-22 16:54:49,2024-05-22 16:54:49,2024-05-22 16:51:35,,,,,,,cx,Inbound,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-22 16:51:35,3,3,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 21:00:06,Solved,Solved,124.14222222222222
IN24051709424788308665,ACCB1FBF9D289C9462189F5003A0B61EEE5N,starkol.80541243,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-17 09:42:47,,,2024-05-17 09:44:53,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-17 09:44:53,9,>5,5X5,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1032109,2024-05-26 09:46:16,Open,ReOpenByL2,266.1828073294445
IN24052111111002662050,ACC88BDC1184D424DDDA190B628C28374333,tpm.709067,OD331286466950923300,3.312864669509233e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-21 11:11:10,,,2024-05-21 11:11:11,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-21 11:11:11,4,4,3X4,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,tpm.709067,2024-05-21 11:28:33,Open,ReOpen,168.7097517738889
IN24052320022178196866,ACCF9868796256F4404BF9664604FAC6061A,starkbho.c202212031,OD331290089586142300,3.312900895861423e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-23 20:02:21,,,2024-05-23 20:02:24,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-23 20:02:24,2,2,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 21:30:45,Solved,Solved,97.47333333333333
IN24052410114920422329,ACCB08B8D5192DD4621BDC135D2249188BAD,starkluc.c202229447,OD331298133392227300,3.312981333922273e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-24 10:11:49,2024-05-24 20:47:11,2024-05-24 20:47:11,2024-05-24 10:11:50,,,,,,,cx,Email,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-05-24 10:11:50,1,1,Others,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 23:30:05,Solved,Solved,85.30444444444444
IN24052512370208200149,ACC43D3DDB6D22B434390FA68063BB74E85V,starkol.2024152549,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-25 12:37:02,2024-05-25 12:37:05,2024-05-25 12:37:05,2024-05-25 12:37:30,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 12:37:30,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 21:16:21,Solved,Solved,32.6475
IN24051807140000622572,ACC36B1D21F2A77456BBF0A9B0D1DEAECC8R,techmkflex23.2230465,,,Flipkart Pay Later,Flipkart Pay Later BBPS ,Issues related to Utility Bills,Flipkart Pay Later->Flipkart Pay Later BBPS ->Issues related to Utility Bills,Waiting for Internal Updates,2024-05-18 07:14:00,,,2024-05-18 07:14:04,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-18 07:14:04,8,>5,5X5,Re-Con issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1031981,2024-05-27 13:46:04,Open,ReOpenByL2,244.6625295516667
IN24052018594415928267,ACCEB61041FBC4447BE96574A2AE40916F69,techmn.2220634,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-20 18:59:44,2024-05-20 18:59:45,2024-05-20 19:01:04,2024-05-20 19:10:59,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-20 19:10:59,5,5,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2165699,2024-05-27 12:51:22,Open,ReOpenByL2,184.71280757277776
IN24052112433348292477,ACC34F7ADC658BB480788F05D384D4A96F8V,tp.4362900,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-21 12:43:33,2024-05-21 12:43:36,2024-05-21 12:43:36,2024-05-21 12:50:00,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-21 12:50:00,4,4,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.930362,2024-05-27 13:48:19,Open,ReOpenByL2,167.062529795
IN24051719032989061725,ACC14241954161694860,techmchflex23.2240800,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-17 19:03:29,,,2024-05-17 19:05:44,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-17 19:05:44,8,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-26 15:35:33,Open,ReOpen,256.83780757277776
IN24052421440236130067,ACC5B2A9478710543D0ADB4F0A7533A0D90T,tpm.702392,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-24 21:44:02,,,2024-05-24 21:44:07,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 21:44:07,1,1,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Updated,fk-cs-user,2024-05-28 11:44:31,Open,ReOpen,86.16197423944443
IN24052516095922028043,ACC4EA25DCEEC3C4DDB8293933CD4D1FA77B,starkol.80547483,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Unresolved,2024-05-25 16:09:59,,,2024-05-25 16:10:14,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-25 16:10:14,0,0,Others,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 21:24:00,Solved,Solved,29.23361111111111
IN24052419005374397992,ACCBD4AE9B4824F4DB9AA144034D58E2A5AR,tpm.736187,OD431339427208414300,4.313394272084143e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-24 19:00:53,,,2024-05-24 19:00:55,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 19:00:55,1,1,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 18:30:05,Solved,Solved,71.48666666666666
IN24052511105210770755,ACCFF868FAB49CE4E48B1A1C0F9C62124443,tpm.643920,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-25 11:10:52,,,2024-05-25 11:11:26,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 11:11:26,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.918696,2024-05-27 11:45:36,Open,ReOpenByL2,72.71475201722222
IN24051411042066300026,ACC5AD0325E08934719A0213E9DE7CF7BCE5,starkol.2024148246,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-14 11:04:20,2024-05-14 11:05:56,2024-05-16 17:47:53,2024-05-20 08:54:41,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-20 08:54:41,6,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,self_serve,2024-05-27 14:06:05,Open,ReOpen,194.98447423944444
IN24052013501955028188,ACCD13B6257A25F47E9AB703F83666F2D22L,techmc.2308572,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-20 13:50:19,,,2024-05-20 13:52:48,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-20 13:52:48,5,5,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 21:14:24,Solved,Solved,151.4013888888889
IN24051421143623891253,ACCDE5B100D2C444483864636905BC51A77J,ieddn.t239880,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-14 21:14:36,,,2024-05-14 21:14:47,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-14 21:14:47,11,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.984545,2024-05-26 12:35:49,Open,ReOpenByL2,326.652529795
IN24052518050559487460,ACC14094535380588356,techmch.2302607,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 18:05:05,,,2024-05-25 18:05:17,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 18:05:17,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.919134,2024-05-26 18:50:31,Solved,Solved,24.75722222222222
IN24051613425514290790,ACCEC13AA12863D4DBDB89E77737E4D43C1T,tp.5205881,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-16 13:42:55,,,2024-05-16 13:43:26,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-16 13:43:26,9,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1031982,2024-05-25 15:39:10,Open,ReOpenByL2,286.18058535055553
IN24052412143911864068,ACC28DBF070BC374A7BB59271DC0EE1F825Q,tph.655694,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-24 12:14:39,,,2024-05-24 12:14:44,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 12:14:44,1,1,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1031978,2024-05-27 14:07:48,Open,ReOpenByL2,95.65169646166666
IN24052513474142734535,ACC2BD979E1326E4890B3E0993F09E7E8F5Q,tph.718747,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Updated,2024-05-25 13:47:41,,,2024-05-25 13:47:53,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 13:47:53,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.864895,2024-05-26 14:10:12,Solved,Solved,24.37527777777778
IN24052514543693128163,ACCA355E193FA1F47AA81E4DC9BC7E48E3DL,ieddn.t233470,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Customer Updates,2024-05-25 14:54:36,,,2024-05-25 14:54:47,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 14:54:47,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.918694,2024-05-26 14:25:43,Solved,Solved,23.51861111111111
IN24052115222751502334,ACC3F2332C9575548EB84584F5BECE8E681U,ttaskmys.303784,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-21 15:22:27,2024-05-21 15:22:38,2024-05-21 16:36:19,2024-05-21 16:42:41,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,4.0,4,2024-05-26 10:00:00,2024-05-21 16:42:41,4,4,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Updated,fk-cs-user,2024-05-28 09:50:30,Open,ReOpen,163.18447423944443
IN24052408525020853270,ACC7221A06F418B4BBA8B30CADBCE74A21FO,tpm.664565,OD331337184061678300,3.313371840616783e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-24 08:52:50,,,2024-05-24 08:52:51,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-24 08:52:51,2,2,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 21:00:20,Solved,Solved,84.125
IN24052121344705430922,ACC748187B56D5740068B4E74E8FC030ED8,tpm.701902,OD331316094780584300,3.313160947805843e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-21 21:34:47,2024-05-21 21:34:53,2024-05-23 19:15:05,2024-05-21 21:34:48,,,,,,,cx,Inbound,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-21 21:34:48,4,4,3X4,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 19:00:07,Solved,Solved,141.42222222222222
IN24052323075004763741,ACC03E8C389EE1743C5A6936DBE45BB89FB9,starkol.80541230,OD331242442128245300,3.312424421282453e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-23 23:07:50,,,2024-05-23 23:07:51,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-23 23:07:51,2,2,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 18:00:28,Solved,Solved,90.87722222222222
IN24040312275754708833,ACC77CD2636B7C448EF9F9303CD76FE8113T,tp.4705822,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-04-03 12:27:57,,,2024-04-03 12:28:32,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-04-03 12:28:32,52,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2303760,2024-05-28 09:37:03,Open,ReOpenByL2,1319.430029795
IN24051412581900313326,ACCAA7797A61DB543A1924F5ECB83D4F4B6N,techmkflex23.2228256,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-14 12:58:19,,,2024-05-14 12:59:49,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,4.0,4,2024-05-26 10:00:00,2024-05-14 12:59:49,11,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2249138,2024-05-27 12:38:53,Open,ReOpenByL2,334.92391868388887
IN24052518380322040851,ACC0EB1E6BFA11B4400AB6856BF670BE5A9R,starkol.2024151593,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-25 18:38:03,,,2024-05-25 18:38:22,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 18:38:22,0,0,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Solved,fapl.919134,2024-05-26 18:53:08,Solved,Solved,24.25138888888889
IN24041716423041965252,ACC4E1BB29A8D1A4C9993B24A7D1EAEFE27G,tpm.666574,,,Flipkart Pay Later,Billing Related,Flipkart Pay Later - Unable to pay the bill,Flipkart Pay Later->Billing Related->Flipkart Pay Later - Unable to pay the bill,Waiting for Internal Updates,2024-04-17 16:42:30,,,2024-04-17 16:42:41,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-04-17 16:42:41,38,>5,5X5,Payback_Issues,Fintech / Payments,Tibin,Yes,,Unresolved,fapl.858165,2024-05-28 10:52:23,Open,ReOpenByL2,979.187529795
IN24051507541613970016,ACC502E5BBA5B374794A9E0448A3F1950616,tpm.734792,OD431255008827730300,4.312550088277303e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-15 07:54:16,,,2024-05-15 07:54:17,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-15 07:54:17,11,>5,5X5,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1031982,2024-05-27 09:30:43,Open,ReOpenByL2,315.99141868388887
IN24051808265900680694,ACC238F5CE14D384F7FAB539337B591BD08T,starkol.c2023106422,OD331285395861061300,3.312853958610613e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-18 08:26:59,2024-05-18 08:27:11,2024-05-20 13:05:54,2024-05-18 08:27:00,,,,,,,cx,Inbound,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-18 08:27:00,8,>5,5X5,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-26 20:28:03,Open,ReOpen,243.4461409061111
IN24052213295432868226,ACCBD20AB2CCC8949B9AE5A51FB25DF3859U,tpm.661321,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-22 13:29:54,,,2024-05-22 13:32:30,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-22 13:32:30,3,3,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2110519,2024-05-25 15:55:23,Open,ReOpenByL2,142.397529795
IN24051011171904759010,ACC8CD8AED244594859A2300663DFBF6C202,starkol.2024149861,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-10 11:17:19,2024-05-10 11:19:45,2024-05-16 13:39:41,2024-05-16 13:54:04,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,5.0,>5,2024-05-26 10:00:00,2024-05-16 13:54:04,9,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.864898,2024-05-27 12:52:31,Open,ReOpenByL2,285.9947520172222
IN24051019384003937793,ACC492C2D9496ED4737922B3A75991309E5Q,ieddn.t239038,OD431043885114743300,4.310438851147433e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-10 19:38:40,2024-05-12 17:00:04,2024-05-15 20:26:54,2024-05-10 19:38:41,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,7.0,>5,2024-05-26 10:00:00,2024-05-10 19:38:41,15,>5,5X5,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.958224,2024-05-23 10:47:08,Open,ReOpenByL2,424.25141868388886
IN24052311011212422737,ACC4D711805DC4F4E4494BD107826C561659,techmn.2222777,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-23 11:01:12,,,2024-05-23 11:01:59,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-23 11:01:59,2,2,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.984548,2024-05-26 12:29:33,Open,ReOpenByL2,120.87586312833332
